text,label,clean_text,target
"Alma Media 's operating profit amounted to EUR 11.9 mn , down from EUR 15.0 mn a year earlier .",negative,alma medium operating profit amounted eur mn eur mn year earlier,-1
"Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007 .",negative,commission income decreased eur mn compared eur mn third quarter,-1
Commission income fell to EUR 4.6 mn from EUR 5.1 mn in the corresponding period in 2007 .,negative,commission income fell eur mn eur mn corresponding period,-1
Export declined by 6 percent to 16.4 million liters .,negative,export declined percent million liter,-1
"Exports of goods fell by 59 % , and imports by 16.7 % .",negative,export good fell import,-1
Finnish developer and manufacturer of mobile phone chargers Salcomp Plc OMX Helsinki : SAL1V on Wednesday 19 November lowered its full-year net sales estimate .,negative,finnish developer manufacturer mobile phone charger salcomp plc omx helsinki sal v wednesday november lowered fullyear net sale estimate,-1
Finnish investment group Norvestia Oyj said its net profit fell to 23.5 mln euro $ 30.6 mln in 2006 from 33.5 mln euro $ 43.6 mln in 2005 .,negative,finnish investment group norvestia oyj said net profit fell mln euro mln mln euro mln,-1
"Group EBIT for the first half was EUR13 .6 m US$ 17.8 m , falling short of the EUR22 .5 m it posted for the same period of 2009 .",negative,group ebit first half eur u falling short eur posted period,-1
"However , its market share shrank to 47.59 per cent from 48 per cent a year earlier .",negative,however market share shrank per cent per cent year earlier,-1
"However , the company saw its net profit for the third quarter down to EUR 1.4 million from EUR 1.5 million for the corresponding period of 2009 .",negative,however company saw net profit third quarter eur million eur million corresponding period,-1
"However , the company saw its net profit for the third quarter down to EUR1 .4 m from EUR1 .5 m for the corresponding period of 2009 .",negative,however company saw net profit third quarter eur eur corresponding period,-1
"However , the net sales declined to EUR 803.6 million from EUR 1.2 billion .",negative,however net sale declined eur million eur billion,-1
"In food trade , sales amounted to EUR320 .1 m , a decline of 1.1 % .",negative,food trade sale amounted eur decline,-1
"In January-November 2009 , the group 's sales totalled EUR 7,801.7 mn , which was a drop of 12.6 % from the same period of 2008 .",negative,januarynovember group sale totalled eur mn drop period,-1
"In July-September 2009 , Konecranes ' sales decreased to EUR 368.7 mn from EUR 520.4 mn in July-September 2008 .",negative,julyseptember konecranes sale decreased eur mn eur mn julyseptember,-1
"In sales volume , Coca-Cola 's market share has decreased by 2.2 % to 24.2 % .",negative,sale volume cocacola market share decreased,-1
"In September alone , the market declined by 10.2 percent year-on-year to 19.28 million liters .",negative,september alone market declined percent yearonyear million liter,-1
"In the Baltic countries , development of operations and reorganisation continued , and non-recurring items related to the takeover process lowered earnings .",negative,baltic country development operation reorganisation continued nonrecurring item related takeover process lowered earnings,-1
"In the Baltic countries , sales fell by 40.2 % , and in Russia , by 23.2 % in terms of euros , and by 10.7 % in terms of local currency .",negative,baltic country sale fell russia term euro term local currency,-1
"In the Baltic countries , sales fell by 42.6 % .",negative,baltic country sale fell,-1
Nokia s U.S. shares were 3.3 percent lower at $ 12.73 by 1750 GMT .,negative,nokia u share percent lower gmt,-1
"Nokia shares hit 13.21 euros on Friday , down 50 percent from the start of the year in part because of the slow introduction of touch-screen models .",negative,nokia share hit euro friday percent start year part slow introduction touchscreen model,-1
Operating profit decreased to EUR 11.2 mn from EUR 16.6 mn .,negative,operating profit decreased eur mn eur mn,-1
"Operating profit decreased to nearly EUR 1.7 mn , however .",negative,operating profit decreased nearly eur mn however,-1
Operating profit fell to EUR 20.3 mn from EUR 74.2 mn in the second quarter of 2008 .,negative,operating profit fell eur mn eur mn second quarter,-1
Operating profit in the fourth quarter fell to EUR33m from EUR39m a year earlier .,negative,operating profit fourth quarter fell eur eur year earlier,-1
"Operating profit totaled EUR 3.8 mn , down from EUR 4.5 mn in the corresponding period in 2005 .",negative,operating profit totaled eur mn eur mn corresponding period,-1
"Operating profit totaled EUR 6.7 mn , down from EUR 7.2 mn in the corresponding period in 2005 .",negative,operating profit totaled eur mn eur mn corresponding period,-1
"Operating profit totaled EUR 9.4 mn , down from EUR 11.7 mn in 2004 .",negative,operating profit totaled eur mn eur mn,-1
"Operating profit totalled EUR 1.22 mn , down from EUR 3.56 mn in the first quarter of 2008 .",negative,operating profit totalled eur mn eur mn first quarter,-1
"Operating profit totalled EUR 30.2 mn , down from EUR 43.8 mn a year earlier .",negative,operating profit totalled eur mn eur mn year earlier,-1
"Operating profit totalled EUR 9.0 mn , down from EUR 9.7 mn in the first half of 2008 .",negative,operating profit totalled eur mn eur mn first half,-1
"Operating profit totalled EUR 9.6 mn , down from EUR 42.0 mn the year before .",negative,operating profit totalled eur mn eur mn year,-1
"Operating profit was EUR -0.1 mn , down from EUR 1.3 mn .",negative,operating profit eur mn eur mn,-1
"Profit for the period was EUR 10.9 mn , down from EUR 14.3 mn in 2009 .",negative,profit period eur mn eur mn,-1
"Revenue was slightly down , at  x20ac 495 million $ 634 million , compared to  x20ac 497 million a year earlier .",negative,revenue slightly x ac million million compared x ac million year earlier,-1
"Sales at the Tiimari business went down by 8 % to EUR 11.8 million , while Gallerix stores saw 29 % growth to EUR 2 million .",negative,sale tiimari business went eur million gallerix store saw growth eur million,-1
Sales by Seppala diminished by 6 per cent .,negative,sale seppala diminished per cent,-1
Talentum 's net sales in September were smaller than expected .,negative,talentum net sale september smaller expected,-1
The company 's previous estimate was for a lower revenue than the year-ago EUR 93.9 million .,negative,company previous estimate lower revenue yearago eur million,-1
"The company 's profit totaled Ls 578,100 in H1 2007 , down 30.9 % year-on-year .",negative,company profit totaled l h yearonyear,-1
The company said that sales in the three months to the end of March slid to EUR86 .4 m US$ 113.4 m from EUR91 .2 m last year .,negative,company said sale three month end march slid eur u eur last year,-1
The operating margin came down to 2.4 % from 5.7 % .,negative,operating margin came,-1
The operating margin of Aker Yards Cruise & Ferries division went down from 8.3 % to 6.4 % in the first quarter of 2007 .,negative,operating margin aker yard cruise ferry division went first quarter,-1
The terms of the aforementioned funding are considerably below the Bank 's current CDS levels in the market and have a maturity ranging from 1 to 7.5 years .,negative,term aforementioned funding considerably bank current cd level market maturity ranging year,-1
The total capital of funds managed by the bank decreased by 28 % to EUR 284mn by the end of September 2008 .,negative,total capital fund managed bank decreased eur mn end september,-1
UPM stock fell 3 percent to EURO 12.49 $ 17.24 in early afternoon trading in Helsinki .,negative,upm stock fell percent euro early afternoon trading helsinki,-1
"YIT 's Baltic sales in the first three quarters of 2008 totaled 106.2 million euros , representing a drop of 29 percent year on year .",negative,yit baltic sale first three quarter totaled million euro representing drop percent year year,-1
"According to the company , its operating profit , excluding non-recurring items , in the fourth quarter of 2009 was significantly better than expected , and also better than the figures for the fourth quarter of 2008 .",positive,according company operating profit excluding nonrecurring item fourth quarter significantly better expected also better figure fourth quarter,1
`` I am extremely delighted with this project and the continuation of cooperation with Viking Line .,positive,extremely delighted project continuation cooperation viking line,1
"The apartment block will be well-located , in easy reach of the city center and close to both a school and kindergarten .",positive,apartment block welllocated easy reach city center close school kindergarten,1
"The share issue , derogating from the pre-emptive right of the shareholders and comprising some six million new shares at market price , will be offered for subscription by shareholders , holders of capital notes and by professional clients .",neutral,share issue derogating preemptive right shareholder comprising six million new share market price offered subscription shareholder holder capital note professional client,0
