text,label,clean_text,target,adj_text
"`` Neste Oil has responded to the challenge posed by the European Union 's target of biofuels accounting for 5.8 % of traffic fuel usage in the EU by 2010 by developing its NExBTL technology for producing diesel fuel from renewables , '' the federation said .",positive,neste oil responded challenge posed european union target biofuels accounting traffic fuel usage eu developing nexbtl technology producing diesel fuel renewables federation said,1,responded posed european accounting eu developing nexbtl producing said
"` The stable outlook reflects Nokia 's strong market position in the global mobile handset market , strong cash flow generation , and very conservative balance sheet , ' said Raab .",positive,stable outlook reflects nokia strong market position global mobile handset market strong cash flow generation conservative balance sheet said raab,1,stable reflects strong global mobile strong conservative said
"These financing arrangements will enable the company to ensure , in line with its treasury policy , that it has sufficient financial instruments at its disposal for its potential capital requirements .",positive,financing arrangement enable company ensure line treasury policy sufficient financial instrument disposal potential capital requirement,1,enable ensure sufficient financial potential
"According to Karhinen , OP-Pohjola is an exciting enterprise because the cooperation will bring huge opportunities for customers and the company itself .",positive,according karhinen oppohjola exciting enterprise cooperation bring huge opportunity customer company,1,according exciting enterprise huge
"Based upon its unique fiber expertise and innovative approach , the company has a strong market position in several business areas in which it operates .",positive,based upon unique fiber expertise innovative approach company strong market position several business area operates,1,based unique fiber innovative strong several
"efficiency improvement measures 20 January 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today that it will continue to improve its operational efficiency , by focusing on its profitable core operations .",positive,efficiency improvement measure january finnish stationery gift retailer tiimari hel tii v said today continue improve operational efficiency focusing profitable core operation,1,january finnish said continue improve operational focusing profitable
Efore 's results for the last quarter showed an even faster improvement as the company managed to better source its components .,positive,efore result last quarter showed even faster improvement company managed better source component,1,last showed managed better
Technical indicators for the stock are bullish and S&P gives NOK a positive 4 STARS out of 5 buy ranking .,positive,technical indicator stock bullish p give nok positive star buy ranking,1,technical bullish give positive ranking
"The broker highlights Cargotec as its preferred stock in the sector , as it is a pure play on global cargo and container handling , and it expects it to play an active role in further consolidating the industry .",positive,broker highlight cargotec preferred stock sector pure play global cargo container handling expects play active role consolidating industry,1,highlight preferred global handling expects active
"The restructuring creates a more efficient organization with increased operational focus and stable profitability , and leads to more efficient production , said Bo Annvik , head of Specialty Stainless .",positive,restructuring creates efficient organization increased operational focus stable profitability lead efficient production said bo annvik head specialty stainless,1,restructuring efficient increased operational stable lead efficient said bo annvik
"`` We 're delighted with the move '' says Morna Cowie , co-owner , above , `` it 's double the size of our current shop and has a lovely feel to it . ''",positive,delighted move say morna cowie coowner double size current shop lovely feel,1,delighted say double current feel
Elcoteq has a proven track record in electronics manufacturing services ( EMS ) and a global factory network coupled with modern manufacturing equipment and consistent systems and processes .,positive,elcoteq proven track record electronics manufacturing service em global factory network coupled modern manufacturing equipment consistent system process,1,proven manufacturing global coupled modern consistent
The main strength of the cooperation project lies in merging the know-how of two large companies .,positive,main strength cooperation project lie merging knowhow two large company,1,main lie merging knowhow large
"The Dutch broker noted that Nokian Tyres reported a good first quarter in 2006 , above or in line with consensus .",positive,dutch broker noted nokian tyre reported good first quarter line consensus,1,noted nokian reported good first
"The Nokian tyre proves its high safety excellently in the important driving qualities stability with mark 1.4 , handling 1.5 and braking on wet road with 1.9 .",positive,nokian tyre prof high safety excellently important driving quality stability mark handling braking wet road,1,nokian high important driving handling braking wet
"The respondents praised Finnair 's reliability , Finnishness , and understanding of its target group .",positive,respondent praised finnair reliability finnishness understanding target group,1,praised finnair understanding
